"Name","Self Time","Self Time (CPU)","Total Time","Total Time (CPU)","Invocations"
"org.openqa.selenium.remote.Dialect$1.getEncodedElementKey ()","0.041 ms (0%)","0.0 ms (0%)","0.041 ms (0%)","0.0 ms (0%)","1,611"
"org.openqa.selenium.By.xpath (String)","0.196 ms (0%)","0.0 ms (0%)","0.214 ms (0%)","0.0 ms (0%)","30"
"plugin.MimicActions.updateSuggestions ()","0.030 ms (0%)","0.0 ms (0%)","0.066 ms (0%)","0.0 ms (0%)","1"
"org.openqa.selenium.remote.http.jdk.JdkHttpClient.execute (org.openqa.selenium.remote.http.HttpRequest)","0.494 ms (0%)","0.0 ms (0%)","77,659 ms (6%)","15.4 ms (0.8%)","453"
"org.openqa.selenium.remote.http.jdk.JdkHttpClient.execute0 (org.openqa.selenium.remote.http.HttpRequest)","77,620 ms (18.5%)","0.0 ms (0%)","77,652 ms (6%)","0.0 ms (0%)","453"
"com.symatiq.Scout$2.paintComponent (java.awt.Graphics)","826 ms (0.2%)","0.0 ms (0%)","4,234 ms (0.3%)","0.0 ms (0%)","4,751"
"com.symatiq.extension.PluginThreads$CallActionMethodThread.run ()","0.025 ms (0%)","0.0 ms (0%)","66.4 ms (0%)","0.0 ms (0%)","54"
"org.openqa.selenium.MutableCapabilities.getCapability (String)","0.309 ms (0%)","0.0 ms (0%)","0.309 ms (0%)","0.0 ms (0%)","4,833"
"org.openqa.selenium.remote.Command.getName ()","0.436 ms (0%)","0.0 ms (0%)","0.436 ms (0%)","0.0 ms (0%)","5,889"
"org.openqa.selenium.remote.Command.getParameters ()","0.126 ms (0%)","0.0 ms (0%)","0.126 ms (0%)","0.0 ms (0%)","453"
"org.openqa.selenium.remote.http.jdk.JdkHttpMessages.createRequest (org.openqa.selenium.remote.http.HttpRequest, org.openqa.selenium.remote.http.HttpMethod, java.net.URI)","9.47 ms (0%)","0.0 ms (0%)","15.9 ms (0%)","0.0 ms (0%)","453"
"org.openqa.selenium.remote.http.jdk.JdkHttpMessages.getRawUri (org.openqa.selenium.remote.http.HttpRequest)","3.75 ms (0%)","0.0 ms (0%)","3.75 ms (0%)","0.0 ms (0%)","453"
"org.openqa.selenium.remote.http.jdk.JdkHttpMessages.createResponse (java.net.http.HttpResponse)","4.38 ms (0%)","0.0 ms (0%)","12.5 ms (0%)","0.0 ms (0%)","453"
"org.openqa.selenium.remote.http.jdk.JdkHttpMessages.lambda$createResponse$4 (org.openqa.selenium.remote.http.HttpResponse, String, java.util.List)","3.73 ms (0%)","0.0 ms (0%)","6.37 ms (0%)","0.0 ms (0%)","3,202"
"org.openqa.selenium.remote.http.jdk.JdkHttpMessages.lambda$createRequest$2 (java.net.http.HttpRequest.Builder, String, String)","2.22 ms (0%)","0.0 ms (0%)","2.22 ms (0%)","0.0 ms (0%)","1,359"
"org.openqa.selenium.remote.http.jdk.JdkHttpMessages.notChunkingBodyPublisher (org.openqa.selenium.remote.http.HttpRequest)","0.108 ms (0%)","0.0 ms (0%)","0.125 ms (0%)","0.0 ms (0%)","31"
"org.openqa.selenium.remote.http.jdk.JdkHttpMessages.lambda$createResponse$3 (org.openqa.selenium.remote.http.HttpResponse, String, String)","0.392 ms (0%)","0.0 ms (0%)","2.58 ms (0%)","0.0 ms (0%)","3,202"
