"Name","Self Time","Self Time (CPU)","Total Time","Total Time (CPU)","Invocations"
"com.symatiq.Scout$MyMouseListener.mouseExited (java.awt.event.MouseEvent)","0.014 ms (0%)","0.0 ms (0%)","0.014 ms (0%)","0.0 ms (0%)","2"
"com.symatiq.Scout$MyMouseListener.mouseMoved (java.awt.event.MouseEvent)","16.5 ms (0%)","0.0 ms (0%)","16.5 ms (0%)","0.0 ms (0%)","1,285"
"com.symatiq.Scout$MyMouseListener.mouseDragged (java.awt.event.MouseEvent)","0.069 ms (0%)","0.0 ms (0%)","0.276 ms (0%)","0.0 ms (0%)","1"
"org.openqa.selenium.remote.codec.w3c.W3CHttpResponseCodec.decode (Object)","0.199 ms (0%)","0.0 ms (0%)","2,022 ms (0.5%)","0.0 ms (0%)","661"
"org.openqa.selenium.json.JsonInputIterator.hasNext ()","0.275 ms (0%)","0.0 ms (0%)","2.78 ms (0%)","0.0 ms (0%)","1,924"
"org.openqa.selenium.json.JsonInputIterator.next ()","0.054 ms (0%)","0.0 ms (0%)","0.054 ms (0%)","0.0 ms (0%)","1,050"
"org.openqa.selenium.json.JsonInputIterator.asStream ()","0.387 ms (0%)","0.0 ms (0%)","0.387 ms (0%)","0.0 ms (0%)","874"
"com.symatiq.Scout$RemoteKeyListener.keyPressed (java.awt.event.KeyEvent)","0.341 ms (0%)","0.0 ms (0%)","2.71 ms (0%)","0.0 ms (0%)","12"
"plugin.Autopilot.updateState ()","0.222 ms (0%)","0.0 ms (0%)","0.242 ms (0%)","0.0 ms (0%)","10"
"plugin.Autopilot.changeState ()","0.025 ms (0%)","0.0 ms (0%)","0.027 ms (0%)","0.0 ms (0%)","4"
"plugin.Autopilot.autoPerformAction ()","0.009 ms (0%)","0.0 ms (0%)","0.015 ms (0%)","0.0 ms (0%)","10"
"org.openqa.selenium.json.JsonOutput$JsonObject.name (String)","0.323 ms (0%)","0.0 ms (0%)","3.6 ms (0%)","0.0 ms (0%)","1,042"
"org.openqa.selenium.json.JsonOutput$JsonObject.write (String)","0.139 ms (0%)","0.0 ms (0%)","0.364 ms (0%)","0.0 ms (0%)","1,042"
"org.openqa.selenium.remote.Dialect$1.getEncodedElementKey ()","0.014 ms (0%)","0.0 ms (0%)","0.014 ms (0%)","0.0 ms (0%)","206"
"org.openqa.selenium.By.xpath (String)","0.089 ms (0%)","0.0 ms (0%)","0.103 ms (0%)","0.0 ms (0%)","15"
"org.openqa.selenium.By.tagName (String)","0.042 ms (0%)","0.0 ms (0%)","0.045 ms (0%)","0.0 ms (0%)","11"
"plugin.MimicActions.updateSuggestions ()","0.037 ms (0%)","0.0 ms (0%)","0.745 ms (0%)","0.0 ms (0%)","4"
"org.openqa.selenium.remote.http.jdk.JdkHttpClient.execute (org.openqa.selenium.remote.http.HttpRequest)","0.673 ms (0%)","0.0 ms (0%)","5,004 ms (1.3%)","0.0 ms (0%)","661"
"org.openqa.selenium.remote.http.jdk.JdkHttpClient.execute0 (org.openqa.selenium.remote.http.HttpRequest)","4,965 ms (2%)","0.0 ms (0%)","5,001 ms (1.3%)","0.0 ms (0%)","661"
"com.symatiq.Scout$2.paintComponent (java.awt.Graphics)","211 ms (0.1%)","0.0 ms (0%)","2,939 ms (0.7%)","0.0 ms (0%)","1,383"
"com.symatiq.extension.PluginThreads$CallActionMethodThread.run ()","0.030 ms (0%)","0.0 ms (0%)","559 ms (0.1%)","11.8 ms (0.7%)","46"
"org.openqa.selenium.remote.service.DriverCommandExecutor.execute (org.openqa.selenium.remote.Command)","0.441 ms (0%)","0.0 ms (0%)","7,226 ms (1.8%)","13.8 ms (0.9%)","661"
"org.openqa.selenium.remote.service.DriverCommandExecutor.invokeExecute (org.openqa.selenium.remote.Command)","0.254 ms (0%)","0.0 ms (0%)","7,225 ms (1.8%)","13.9 ms (0.9%)","661"
"org.openqa.selenium.remote.Command.getName ()","0.259 ms (0%)","0.0 ms (0%)","0.259 ms (0%)","0.0 ms (0%)","7,932"
"org.openqa.selenium.remote.Command.getParameters ()","0.082 ms (0%)","0.0 ms (0%)","0.082 ms (0%)","0.0 ms (0%)","661"
"org.openqa.selenium.remote.http.jdk.JdkHttpMessages.createRequest (org.openqa.selenium.remote.http.HttpRequest, org.openqa.selenium.remote.http.HttpMethod, java.net.URI)","12.6 ms (0%)","0.0 ms (0%)","21.2 ms (0%)","0.0 ms (0%)","661"
"org.openqa.selenium.remote.http.jdk.JdkHttpMessages.createResponse (java.net.http.HttpResponse)","3.75 ms (0%)","0.0 ms (0%)","10.1 ms (0%)","0.0 ms (0%)","661"
"org.openqa.selenium.remote.http.jdk.JdkHttpMessages.getRawUri (org.openqa.selenium.remote.http.HttpRequest)","4.44 ms (0%)","0.0 ms (0%)","4.44 ms (0%)","0.0 ms (0%)","661"
"org.openqa.selenium.remote.http.jdk.JdkHttpMessages.notChunkingBodyPublisher (org.openqa.selenium.remote.http.HttpRequest)","1.18 ms (0%)","0.0 ms (0%)","1.35 ms (0%)","0.0 ms (0%)","394"
"org.openqa.selenium.remote.http.jdk.JdkHttpMessages.lambda$createResponse$3 (org.openqa.selenium.remote.http.HttpResponse, String, String)","0.260 ms (0%)","0.0 ms (0%)","1.80 ms (0%)","0.0 ms (0%)","1,983"
"org.openqa.selenium.remote.http.jdk.JdkHttpMessages.lambda$createResponse$4 (org.openqa.selenium.remote.http.HttpResponse, String, java.util.List)","3.28 ms (0%)","0.0 ms (0%)","5.10 ms (0%)","0.0 ms (0%)","1,983"
"org.openqa.selenium.remote.http.jdk.JdkHttpMessages.lambda$createRequest$2 (java.net.http.HttpRequest.Builder, String, String)","3.44 ms (0%)","0.0 ms (0%)","3.44 ms (0%)","0.0 ms (0%)","1,983"
"org.openqa.selenium.json.JsonOutput$Node.write (String)","0.594 ms (0%)","0.0 ms (0%)","1.1 ms (0%)","0.0 ms (0%)","1,826"
"org.openqa.selenium.logging.StoringLocalLogs.addEntry (String, org.openqa.selenium.logging.LogEntry)","0.259 ms (0%)","0.0 ms (0%)","0.259 ms (0%)","0.0 ms (0%)","1,322"
"org.openqa.selenium.json.JsonOutput.name (String)","0.200 ms (0%)","0.0 ms (0%)","3.28 ms (0%)","0.0 ms (0%)","1,042"
"org.openqa.selenium.json.JsonOutput.append (String)","0.291 ms (0%)","0.0 ms (0%)","0.842 ms (0%)","0.0 ms (0%)","1,221"
"org.openqa.selenium.json.JsonOutput.write (Object, int)","0.193 ms (0%)","0.0 ms (0%)","151 ms (0%)","14.9 ms (0.9%)","394"
"org.openqa.selenium.json.JsonOutput.close ()","0.412 ms (0%)","0.0 ms (0%)","0.412 ms (0%)","0.0 ms (0%)","394"
"org.openqa.selenium.json.JsonOutput.write0 (Object, int, int)","7.0 ms (0%)","0.0 ms (0%)","151 ms (0%)","14.9 ms (0.9%)","1,834"
"org.openqa.selenium.json.JsonOutput.beginObject ()","1.12 ms (0%)","0.0 ms (0%)","1.74 ms (0%)","0.0 ms (0%)","605"
