"Name","Self Time","Self Time (CPU)","Total Time","Total Time (CPU)","Invocations"
"org.openqa.selenium.json.JsonOutput.lambda$new$24 (int, int, Object, Object)","0.914 ms (0%)","0.0 ms (0%)","32.6 ms (0%)","0.0 ms (0%)","224"
"org.openqa.selenium.json.JsonOutput.lambda$new$17 (Class)","0.022 ms (0%)","0.0 ms (0%)","1.48 ms (0%)","0.0 ms (0%)","205"
"org.openqa.selenium.json.JsonOutput.lambda$new$16 (Object, int, int)","0.003 ms (0%)","0.0 ms (0%)","2.94 ms (0%)","0.0 ms (0%)","4"
"org.openqa.selenium.json.JsonOutput.lambda$new$22 (int, int, Object)","0.001 ms (0%)","0.0 ms (0%)","3.5 ms (0%)","0.0 ms (0%)","18"
"org.openqa.selenium.json.JsonOutput.lambda$new$15 (Class)","0.073 ms (0%)","0.0 ms (0%)","3.68 ms (0%)","0.0 ms (0%)","209"
"org.openqa.selenium.json.JsonOutput.lambda$new$25 (Object, int, int)","0.962 ms (0%)","0.0 ms (0%)","34.8 ms (0%)","0.0 ms (0%)","110"
"org.openqa.selenium.json.JsonOutput.lambda$new$23 (Object, int, int)","0.898 ms (0%)","0.0 ms (0%)","4.24 ms (0%)","0.0 ms (0%)","95"
"org.openqa.selenium.json.JsonOutput.lambda$new$21 (Object)","0.0 ms (0%)","0.0 ms (0%)","0.0 ms (0%)","0.0 ms (0%)","18"
"org.openqa.selenium.json.JsonOutput.lambda$new$19 (Class)","0.027 ms (0%)","0.0 ms (0%)","1.55 ms (0%)","0.0 ms (0%)","205"
"org.openqa.selenium.json.JsonOutput.lambda$write0$32 (Object, java.util.Map.Entry)","1.58 ms (0%)","0.0 ms (0%)","8.36 ms (0%)","0.0 ms (0%)","3,931"
"plugin.AugmentState.paintCapture (java.awt.Graphics)","3.18 ms (0%)","0.0 ms (0%)","1,000 ms (0.4%)","0.0 ms (0%)","774"
"com.symatiq.widgets.Widget.clone (com.symatiq.widgets.Widget)","0.954 ms (0%)","0.0 ms (0%)","5.37 ms (0%)","0.0 ms (0%)","10,435"
"com.symatiq.widgets.Widget.isCloneOrMutation (com.symatiq.widgets.Widget)","0.522 ms (0%)","0.0 ms (0%)","0.522 ms (0%)","0.0 ms (0%)","18,219"
"org.openqa.selenium.json.StringCoercer.lambda$apply$0 (org.openqa.selenium.json.JsonInput, org.openqa.selenium.json.PropertySetting)","0.187 ms (0%)","0.0 ms (0%)","1,959 ms (0.7%)","0.0 ms (0%)","196"
"org.openqa.selenium.remote.ElementLocation.findElement (org.openqa.selenium.remote.RemoteWebDriver, org.openqa.selenium.SearchContext, java.util.function.BiFunction, org.openqa.selenium.By)","0.021 ms (0%)","0.0 ms (0%)","25.3 ms (0%)","0.0 ms (0%)","4"
"org.openqa.selenium.remote.http.Contents$1.get ()","0.197 ms (0%)","0.0 ms (0%)","0.383 ms (0%)","0.0 ms (0%)","236"
"org.openqa.selenium.remote.http.Contents$1.get ()","0.179 ms (0%)","0.0 ms (0%)","0.179 ms (0%)","0.0 ms (0%)","236"
"org.openqa.selenium.remote.http.Contents$1.length ()","0.012 ms (0%)","0.0 ms (0%)","0.012 ms (0%)","0.0 ms (0%)","98"
