"Name","Self Time","Self Time (CPU)","Total Time","Total Time (CPU)","Invocations"
"org.openqa.selenium.remote.http.jdk.JdkHttpMessages.notChunkingBodyPublisher (org.openqa.selenium.remote.http.HttpRequest)","0.040 ms (0%)","0.0 ms (0%)","0.045 ms (0%)","0.0 ms (0%)","10"
"org.openqa.selenium.remote.http.jdk.JdkHttpMessages.lambda$createRequest$2 (java.net.http.HttpRequest.Builder, String, String)","4.88 ms (0%)","0.0 ms (0%)","4.88 ms (0%)","0.0 ms (0%)","3,435"
"org.openqa.selenium.remote.http.jdk.JdkHttpMessages.lambda$createResponse$4 (org.openqa.selenium.remote.http.HttpResponse, String, java.util.List)","5.90 ms (0%)","0.0 ms (0%)","10.4 ms (0%)","15.6 ms (0.8%)","8,025"
"org.openqa.selenium.remote.http.jdk.JdkHttpMessages.createRequest (org.openqa.selenium.remote.http.HttpRequest, org.openqa.selenium.remote.http.HttpMethod, java.net.URI)","15.5 ms (0%)","0.0 ms (0%)","26.9 ms (0%)","0.0 ms (0%)","1,145"
"org.openqa.selenium.remote.http.jdk.JdkHttpMessages.createResponse (java.net.http.HttpResponse)","7.42 ms (0%)","0.0 ms (0%)","20.6 ms (0%)","15.5 ms (0.8%)","1,145"
"org.openqa.selenium.json.JsonOutput$Node.write (String)","0.091 ms (0%)","0.0 ms (0%)","0.152 ms (0%)","0.0 ms (0%)","70"
"org.openqa.selenium.logging.StoringLocalLogs.addEntry (String, org.openqa.selenium.logging.LogEntry)","0.425 ms (0%)","0.0 ms (0%)","0.425 ms (0%)","0.0 ms (0%)","2,290"
"org.openqa.selenium.json.JsonOutput.lambda$new$1 (Appendable, String)","0.065 ms (0%)","0.0 ms (0%)","0.065 ms (0%)","0.0 ms (0%)","300"
"org.openqa.selenium.json.JsonOutput.name (String)","0.016 ms (0%)","0.0 ms (0%)","0.515 ms (0%)","0.0 ms (0%)","50"
"org.openqa.selenium.json.JsonOutput.append (String)","0.181 ms (0%)","0.0 ms (0%)","0.205 ms (0%)","0.0 ms (0%)","48"
"org.openqa.selenium.json.JsonOutput.getMethod (Class, String)","1.0 ms (0%)","0.0 ms (0%)","1.4 ms (0%)","0.0 ms (0%)","286"
"org.openqa.selenium.json.JsonOutput.write (Object, int)","0.006 ms (0%)","0.0 ms (0%)","5.33 ms (0%)","0.0 ms (0%)","10"
"org.openqa.selenium.json.JsonOutput.close ()","0.009 ms (0%)","0.0 ms (0%)","0.009 ms (0%)","0.0 ms (0%)","10"
"org.openqa.selenium.json.JsonOutput.write0 (Object, int, int)","1.9 ms (0%)","0.0 ms (0%)","5.32 ms (0%)","0.0 ms (0%)","72"
"org.openqa.selenium.json.JsonOutput.endObject ()","0.155 ms (0%)","0.0 ms (0%)","0.158 ms (0%)","0.0 ms (0%)","22"
"org.openqa.selenium.json.JsonOutput.beginObject ()","0.145 ms (0%)","0.0 ms (0%)","0.221 ms (0%)","0.0 ms (0%)","22"
"org.openqa.selenium.json.JsonOutput.endArray ()","0.057 ms (0%)","0.0 ms (0%)","0.058 ms (0%)","0.0 ms (0%)","4"
"org.openqa.selenium.json.JsonOutput.beginArray ()","0.063 ms (0%)","0.0 ms (0%)","0.073 ms (0%)","0.0 ms (0%)","4"
"org.openqa.selenium.json.JsonOutput.lambda$new$3 (Object, int, int)","0.009 ms (0%)","0.0 ms (0%)","0.360 ms (0%)","0.0 ms (0%)","32"
"org.openqa.selenium.json.JsonOutput.lambda$asString$34 (StringBuilder, int)","0.185 ms (0%)","0.0 ms (0%)","0.185 ms (0%)","0.0 ms (0%)","454"
"org.openqa.selenium.json.JsonOutput.convertUsingMethod (String, Object, int, int)","0.020 ms (0%)","0.0 ms (0%)","2.55 ms (0%)","0.0 ms (0%)","2"
"org.openqa.selenium.json.JsonOutput.asString (Object)","0.333 ms (0%)","0.0 ms (0%)","0.527 ms (0%)","0.0 ms (0%)","82"
"org.openqa.selenium.json.JsonOutput.lambda$write0$32 (Object, java.util.Map.Entry)","0.290 ms (0%)","0.0 ms (0%)","1.37 ms (0%)","0.0 ms (0%)","592"
"org.openqa.selenium.json.JsonOutput.lambda$new$16 (Object, int, int)","0.002 ms (0%)","0.0 ms (0%)","2.55 ms (0%)","0.0 ms (0%)","2"
"org.openqa.selenium.json.JsonOutput.lambda$new$17 (Class)","0.002 ms (0%)","0.0 ms (0%)","0.212 ms (0%)","0.0 ms (0%)","26"
