"Name","Self Time","Self Time (CPU)","Total Time","Total Time (CPU)","Invocations"
"org.openqa.selenium.json.JsonOutput.lambda$new$3 (Object, int, int)","0.037 ms (0%)","0.0 ms (0%)","0.261 ms (0%)","0.0 ms (0%)","78"
"org.openqa.selenium.json.JsonOutput.convertUsingMethod (String, Object, int, int)","0.025 ms (0%)","0.0 ms (0%)","2.60 ms (0%)","0.0 ms (0%)","2"
"org.openqa.selenium.json.JsonOutput.lambda$asString$34 (StringBuilder, int)","0.163 ms (0%)","0.0 ms (0%)","0.163 ms (0%)","0.0 ms (0%)","868"
"org.openqa.selenium.json.JsonOutput.asString (Object)","0.556 ms (0%)","0.0 ms (0%)","0.725 ms (0%)","0.0 ms (0%)","174"
"org.openqa.selenium.json.JsonOutput.lambda$new$21 (Object)","0.0 ms (0%)","0.0 ms (0%)","0.0 ms (0%)","0.0 ms (0%)","10"
"org.openqa.selenium.json.JsonOutput.lambda$new$16 (Object, int, int)","0.003 ms (0%)","0.0 ms (0%)","2.61 ms (0%)","0.0 ms (0%)","2"
"org.openqa.selenium.json.JsonOutput.lambda$new$23 (Object, int, int)","0.508 ms (0%)","0.0 ms (0%)","3.47 ms (0%)","0.0 ms (0%)","4"
"org.openqa.selenium.json.JsonOutput.lambda$new$22 (int, int, Object)","0.0 ms (0%)","0.0 ms (0%)","2.97 ms (0%)","0.0 ms (0%)","10"
"org.openqa.selenium.json.JsonOutput.lambda$new$25 (Object, int, int)","0.481 ms (0%)","0.0 ms (0%)","5.80 ms (0%)","15.2 ms (0.5%)","45"
"org.openqa.selenium.json.JsonOutput.lambda$new$19 (Class)","0.004 ms (0%)","0.0 ms (0%)","0.329 ms (0%)","0.0 ms (0%)","49"
"org.openqa.selenium.json.JsonOutput.lambda$new$17 (Class)","0.006 ms (0%)","0.0 ms (0%)","0.393 ms (0%)","0.0 ms (0%)","49"
"org.openqa.selenium.json.JsonOutput.lambda$new$24 (int, int, Object, Object)","0.055 ms (0%)","0.0 ms (0%)","4.66 ms (0%)","0.0 ms (0%)","96"
"org.openqa.selenium.json.JsonOutput.lambda$new$15 (Class)","0.030 ms (0%)","0.0 ms (0%)","1.77 ms (0%)","0.0 ms (0%)","51"
"org.openqa.selenium.json.JsonOutput.lambda$new$4 (Object, int, int)","0.011 ms (0%)","0.0 ms (0%)","0.019 ms (0%)","0.0 ms (0%)","12"
"org.openqa.selenium.json.JsonOutput.name (String)","0.040 ms (0%)","0.0 ms (0%)","0.853 ms (0%)","0.0 ms (0%)","96"
"org.openqa.selenium.json.JsonOutput.append (String)","0.069 ms (0%)","0.0 ms (0%)","0.105 ms (0%)","0.0 ms (0%)","94"
"org.openqa.selenium.json.JsonOutput.getMethod (Class, String)","2.41 ms (0%)","0.0 ms (0%)","2.45 ms (0%)","0.0 ms (0%)","562"
"org.openqa.selenium.json.JsonOutput.write (Object, int)","0.024 ms (0%)","0.0 ms (0%)","9.74 ms (0%)","30.6 ms (1.1%)","33"
"org.openqa.selenium.json.JsonOutput.close ()","0.027 ms (0%)","0.0 ms (0%)","0.027 ms (0%)","0.0 ms (0%)","33"
"org.openqa.selenium.json.JsonOutput.write0 (Object, int, int)","2.18 ms (0%)","0.0 ms (0%)","9.72 ms (0%)","30.6 ms (1.1%)","141"
"org.openqa.selenium.json.JsonOutput.beginObject ()","0.294 ms (0%)","0.0 ms (0%)","0.423 ms (0%)","0.0 ms (0%)","45"
"org.openqa.selenium.json.JsonOutput.endArray ()","0.069 ms (0%)","0.0 ms (0%)","0.071 ms (0%)","0.0 ms (0%)","4"
"org.openqa.selenium.json.JsonOutput.beginArray ()","0.051 ms (0%)","0.0 ms (0%)","0.096 ms (0%)","0.0 ms (0%)","4"
"plugin.AugmentState.drawRectangle (java.awt.Graphics2D, int, int, int, int, java.awt.Color, boolean, java.awt.BasicStroke, java.awt.BasicStroke)","410 ms (0.1%)","0.0 ms (0%)","415 ms (0%)","0.0 ms (0%)","2,468"
"plugin.AugmentState.drawRectangle (java.awt.Graphics2D, int, int, int, int, java.awt.Color, boolean)","0.273 ms (0%)","0.0 ms (0%)","20.3 ms (0%)","0.0 ms (0%)","273"
"plugin.AugmentState.isOverlapping (java.util.List, com.symatiq.widgets.Widget)","0.319 ms (0%)","0.0 ms (0%)","0.319 ms (0%)","0.0 ms (0%)","273"
"com.symatiq.widgets.Widget.clone (com.symatiq.widgets.Widget)","0.077 ms (0%)","0.0 ms (0%)","0.552 ms (0%)","0.0 ms (0%)","43"
"com.symatiq.widgets.Widget.coveredPercent (String, boolean)","0.129 ms (0%)","0.0 ms (0%)","0.248 ms (0%)","0.0 ms (0%)","109"
"com.symatiq.widgets.Widget.isCloneOrMutation (com.symatiq.widgets.Widget)","0.447 ms (0%)","0.0 ms (0%)","0.447 ms (0%)","0.0 ms (0%)","7,742"
"org.openqa.selenium.json.StringCoercer.lambda$apply$0 (org.openqa.selenium.json.JsonInput, org.openqa.selenium.json.PropertySetting)","2.25 ms (0%)","0.0 ms (0%)","1,151 ms (0.1%)","0.0 ms (0%)","14,873"
"org.openqa.selenium.remote.ElementLocation.findElements (org.openqa.selenium.remote.RemoteWebDriver, org.openqa.selenium.SearchContext, java.util.function.BiFunction, org.openqa.selenium.By)","0.121 ms (0%)","0.0 ms (0%)","3,852 ms (0.2%)","0.0 ms (0%)","31"
"org.openqa.selenium.remote.http.Contents$1.get ()","0.331 ms (0%)","0.0 ms (0%)","0.751 ms (0%)","0.0 ms (0%)","1,869"
"org.openqa.selenium.remote.http.Contents$1.get ()","0.294 ms (0%)","0.0 ms (0%)","0.294 ms (0%)","0.0 ms (0%)","1,869"
"org.openqa.selenium.remote.http.Contents$1.length ()","0.005 ms (0%)","0.0 ms (0%)","0.005 ms (0%)","0.0 ms (0%)","33"
"org.openqa.selenium.json.JsonInput.nextNull ()","0.200 ms (0%)","0.0 ms (0%)","0.228 ms (0%)","0.0 ms (0%)","2"
"org.openqa.selenium.json.JsonInput.hasNext ()","2.64 ms (0%)","0.0 ms (0%)","12.1 ms (0%)","0.0 ms (0%)","14,640"
"org.openqa.selenium.json.JsonInput.read (String, java.util.function.Function)","0.016 ms (0%)","0.0 ms (0%)","0.019 ms (0%)","0.0 ms (0%)","2"
"org.openqa.selenium.json.JsonInput.close ()","0.285 ms (0%)","0.0 ms (0%)","0.285 ms (0%)","0.0 ms (0%)","1,848"
