"Name","Self Time","Self Time (CPU)","Total Time","Total Time (CPU)","Invocations"
"org.openqa.selenium.json.JsonOutput.lambda$new$4 (Object, int, int)","0.006 ms (0%)","0.0 ms (0%)","0.010 ms (0%)","0.0 ms (0%)","5"
"org.openqa.selenium.json.JsonOutput.lambda$new$3 (Object, int, int)","1.56 ms (0%)","0.0 ms (0%)","35.0 ms (0%)","0.0 ms (0%)","154"
"org.openqa.selenium.json.JsonOutput.lambda$new$15 (Class)","0.105 ms (0%)","0.0 ms (0%)","5.42 ms (0%)","0.0 ms (0%)","299"
"org.openqa.selenium.json.JsonOutput.lambda$new$22 (int, int, Object)","0.0 ms (0%)","0.0 ms (0%)","2.95 ms (0%)","0.0 ms (0%)","4"
"org.openqa.selenium.json.JsonOutput.lambda$new$17 (Class)","0.027 ms (0%)","0.0 ms (0%)","1.91 ms (0%)","0.0 ms (0%)","297"
"org.openqa.selenium.json.JsonOutput.lambda$new$16 (Object, int, int)","0.004 ms (0%)","0.0 ms (0%)","2.90 ms (0%)","0.0 ms (0%)","2"
"org.openqa.selenium.json.JsonOutput.lambda$new$21 (Object)","0.0 ms (0%)","0.0 ms (0%)","0.0 ms (0%)","0.0 ms (0%)","4"
"org.openqa.selenium.json.JsonOutput.lambda$new$19 (Class)","0.029 ms (0%)","0.0 ms (0%)","3.15 ms (0%)","0.0 ms (0%)","297"
"org.openqa.selenium.json.JsonOutput.endArray ()","0.303 ms (0%)","0.0 ms (0%)","0.318 ms (0%)","0.0 ms (0%)","145"
"org.openqa.selenium.json.JsonOutput.beginArray ()","0.202 ms (0%)","0.0 ms (0%)","0.308 ms (0%)","0.0 ms (0%)","145"
"org.openqa.selenium.json.JsonOutput.asString (Object)","20.6 ms (0%)","0.0 ms (0%)","34.3 ms (0%)","0.0 ms (0%)","460"
"org.openqa.selenium.json.JsonOutput.convertUsingMethod (String, Object, int, int)","0.027 ms (0%)","0.0 ms (0%)","2.90 ms (0%)","0.0 ms (0%)","2"
"org.openqa.selenium.json.JsonOutput.lambda$asString$34 (StringBuilder, int)","13.6 ms (0%)","0.0 ms (0%)","13.6 ms (0%)","0.0 ms (0%)","528,148"
"org.openqa.selenium.json.JsonOutput.lambda$new$23 (Object, int, int)","1.9 ms (0%)","0.0 ms (0%)","4.51 ms (0%)","0.0 ms (0%)","145"
"org.openqa.selenium.json.JsonOutput.lambda$new$24 (int, int, Object, Object)","0.156 ms (0%)","0.0 ms (0%)","46.4 ms (0%)","0.0 ms (0%)","306"
"org.openqa.selenium.json.JsonOutput.lambda$write0$32 (Object, java.util.Map.Entry)","1.88 ms (0%)","0.0 ms (0%)","12.4 ms (0%)","0.0 ms (0%)","5,552"
"org.openqa.selenium.json.JsonOutput.lambda$new$25 (Object, int, int)","1.41 ms (0%)","0.0 ms (0%)","49.7 ms (0%)","0.0 ms (0%)","152"
"plugin.AugmentState.drawRectangle (java.awt.Graphics2D, int, int, int, int, java.awt.Color, boolean)","0.337 ms (0%)","0.0 ms (0%)","23.7 ms (0%)","0.0 ms (0%)","183"
"plugin.AugmentState.paintCapture (java.awt.Graphics)","4.86 ms (0%)","0.0 ms (0%)","727 ms (0.2%)","0.0 ms (0%)","830"
"plugin.AugmentState.isOverlapping (java.util.List, com.symatiq.widgets.Widget)","0.233 ms (0%)","0.0 ms (0%)","0.233 ms (0%)","0.0 ms (0%)","183"
"com.symatiq.widgets.Widget.clone (com.symatiq.widgets.Widget)","0.947 ms (0%)","0.0 ms (0%)","5.21 ms (0%)","26.9 ms (2.4%)","9,486"
